#	Name	Team	BB% BB% - Walk Percentage (BB/PA)	AVG AVG - Batting Average (H/AB)	OBP OBP - On Base Percentage	wRC+ wRC+ - Runs per PA scaled where 100 is average; both league and park adjusted; based on wOBA	PA PA - Plate Appearances	K% K% - Strikeout Percentage (SO/PA)	SLG SLG - Slugging Percentage	wOBA wOBA - Weighted On Base Average (Linear Weights)	OPS OPS - On Base + Slugging Percentage
465	Rodolfo Durán	SDP	20.0%	.105	.320	66	25	20.0%	.158	.256	.478
466	Santiago Espinal	LAD	0.0%	.148	.143	19	29	6.9%	.333	.195	.476
467	Josh Lowe	LAA	3.0%	.161	.200	25	66	27.3%	.274	.211	.474
468	Rikuu Nishida	CHW	0.0%	.235	.235	26	18	16.7%	.235	.210	.471
469	Sung-Mun Song	SDP	14.8%	.174	.296	53	27	29.6%	.174	.236	.470
470	Alex Jackson	MIN	0.0%	.231	.231	22	13	23.1%	.231	.206	.462
471	Christopher Morel	MIA	4.3%	.182	.234	27	47	38.3%	.227	.213	.461
472	Weston Wilson	2 Tms	12.5%	.179	.281	43	32	18.8%	.179	.227	.460
473	Brenton Doyle	COL	4.1%	.191	.224	-2	49	40.8%	.234	.208	.459
474	Yoán Moncada	LAA	12.5%	.125	.250	34	56	42.9%	.208	.224	.458
475	David Hamilton	MIL	6.5%	.168	.225	29	107	20.6%	.232	.210	.457
476	Leo Rivas	SEA	12.5%	.134	.263	49	80	31.3%	.194	.224	.457
477	Shay Whitcomb	HOU	0.0%	.091	.091	12	11	54.5%	.364	.186	.455
478	Jeimer Candelario	LAA	8.3%	.100	.250	34	12	25.0%	.200	.225	.450
479	Corey Seager	TEX	5.4%	.151	.204	21	93	30.1%	.244	.198	.448
480	Marcelo Mayer	BOS	5.7%	.161	.221	15	105	20.0%	.226	.205	.447
